count;ID;PARENT_ID;BUSINESSOBJECT
1;917d3146-3263-439f-836d-4ab620fe4dbe;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Orders
1;917d3146-3263-439f-836d-4ab620fe4dbf;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Books
1;3b977fe2-0e9f-4f96-9bad-25d4d8660e92;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;7d5a5caa-5ba4-4a7a-a39f-b715d78fd840;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;b67952f7-8bbc-44f7-9641-8a790f0e5cbb;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;16e0ffed-b7c6-4078-a24a-1bddcd8b252f;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;373eeb86-eb3a-4a7c-abc5-8053290023a3;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;9739c6b2-b388-40cb-ab10-0a3cc3d15265;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;0d404a0b-b600-43ee-bfb3-ece6975409f4;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;b5724e8a-dcb5-4ee3-b54e-13ca9b8ea421;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;13944114-8b01-4cca-94b2-6291ba035cc9;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;c2d1d73c-776c-4841-b5fd-67ca43213517;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;cc155916-659b-4486-902b-e8cdd7c81639;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;95cc2c0a-0867-4c02-bd91-413b3d583286;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;4450093a-3aa2-414f-9587-290b9c6430a5;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;3faba0e0-6795-4151-9fc2-9c02f9137b03;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;7fc6eafa-9230-4a8a-bfd9-bd4dc9538fae;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;f395d1be-3900-40ce-8443-5dbb15527dd0;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;07ce78ea-6379-4026-8675-9a0493d77b52;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;75d65f74-b107-476e-bc89-5f181f4d2d36;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;874a2bf4-c9e5-49c3-ae6c-5616e3ae71ce;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;d8cee45f-ca2e-4bb7-a10b-b9ac06f754d5;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;6baf6861-87f1-4f3a-91c0-59ab5f355331;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;eb4a7791-6f71-40d5-827e-9d27d3e3e8f3;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;bc65a432-a13c-43ba-aae8-938c1bdd96bf;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;4eeae8e9-38cc-4c5e-8ea5-69349d0da1e0;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;d0ded8e7-b66d-4937-ad9a-b1369ca48576;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;5a8400a7-382d-49fd-a12a-dbdb8fcec01f;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;89a23136-9b22-4328-8a0b-56fcb0272d00;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;5804eb10-d872-423b-97f2-999ee4359e4e;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;8ea62a9b-5e10-492f-bbc7-38298101540c;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;1d98cdfb-c6f7-4143-a13c-7332a341e42c;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b6;Users
1;917d3146-3263-439f-836d-4ab620fe4d00;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b7;Orders
1;917d3146-3263-439f-836d-4ab620fe4d01;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b8;Users
1;917d3146-3263-439f-836d-4ab620fe4d02;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b8;Roles
1;917d3146-3263-439f-836d-4ab620fe4d03;009bb7fa-43ef-4e4a-85b1-5a9ea692a5b8;Authors
